,movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
4425,Mooz-Lum ,Color,English,USA,Drama|Family,PG-13,one word title,Qasim Basir,Dorian Missick,Nia Long,Evan Ross
4426,Hatchet ,Color,English,USA,Comedy|Horror,R,bayou|boat|louisiana|swamp|tour,Adam Green,Joel David Moore,Kane Hodder,Joel Murray
4427,Modern Times , Black and White,English,USA,Comedy|Drama|Family,G,actor director writer|invention|machine|music score composed by director|tramp,Charles Chaplin,Paulette Goddard,Stanley Blystone,Fred Malatesta
4428,Stolen Summer ,Color,English,USA,Drama,PG,catholic|catholicism|rabbi|school|summer,Pete Jones,Brian Dennehy,Aidan Quinn,Bonnie Hunt
4429,My Name Is Bruce ,Color,English,USA,Comedy|Fantasy,R,b movie|birthday|chinese|demon|small town,Bruce Campbell,Ted Raimi,Dan Hicks,Timothy Patrick Quill
4430,The Salon ,Color,English,USA,Comedy|Drama,PG-13,,Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris
4431,Road Hard ,Color,English,USA,Comedy,,girl in panties|panties|red panties|stand up comedy,Adam Carolla,Jay Mohr,Jim O'Heir,David Alan Grier
4432,Forty Shades of Blue ,Color,English,USA,Drama|Music|Romance,R,love|music producer|previous marriage|rock 'n' roll|russian,Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows
4433,Amigo ,Color,English,USA,Drama|War,R,american|filipino|friendship|guerrilla army|village,John Sayles,Brian Lee Franklin,John Arcilla,Ronnie Lazaro
4434,Pontypool ,Color,English,Canada,Fantasy|Horror,Not Rated,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,Bruce McDonald,Stephen McHattie,Georgina Reilly,Boyd Banks
4435,Trucker ,Color,English,USA,Drama,R,cancer|cigarette smoking|hospital|one night stand|trucker,James Mottern,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence
4436,Me You and Five Bucks ,Color,English,USA,Comedy|Drama|Romance,,,Jaime Zevallos,Angela Sarafyan,Jaime Zevallos,Michael Elian
4437,The Lords of Salem ,Color,English,USA,Drama|Fantasy|Horror|Thriller,R,blood|flashback|radio dj|radio station|vinyl,Rob Zombie,Sid Haig,Dee Wallace,Michael Berryman
4438,Housebound ,Color,English,New Zealand,Comedy|Horror|Mystery,Not Rated,bloody violence|exploding head|haunted house|plot twist|slapstick,Gerard Johnstone,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes
4439,Wal-Mart: The High Cost of Low Price ,Color,English,USA,Documentary,Not Rated,greed|pollution|slave labor|truth|wal mart,Robert Greenwald,Lee Scott,Jon Hunter,Matt Hunter
4440,Fetching Cody ,Color,English,Canada,Drama|Fantasy|Romance,,death|high school|prostitute|suicide|time travel,David Ray,Nicole Muñoz,Sarah Lind,Kyla Wise
4441,Once Upon a Time in Queens ,,English,USA,Comedy|Drama,R,,Dave Rodriguez,Chazz Palminteri,Michael Rapaport,Paul Sorvino
4442,Closer to the Moon ,Color,English,Romania,Comedy|Drama,Not Rated,,Nae Caranfil,Monica Barladeanu,Joe Armstrong,Martin Hancock
4443,Mutant World ,Color,English,Canada,Sci-Fi,,,David Winning,Ashanti,Amber Marshall,John DeSantis
4444,Growing Up Smith ,Color,English,USA,Comedy|Drama|Family,PG-13,adolescence|girl next door|growing vegetables|high standards|sent away,Frank Lotito,Brighton Sharbino,Jake Busey,Tim Guinee
4445,Checkmate ,Color,English,USA,Action|Crime|Thriller,,,Timothy Woodward Jr.,Katrina Law,Johnny Messner,Michael Paré
4446,Jack Reacher ,Color,English,USA,Action|Crime|Mystery|Thriller,PG-13,coma|mysterious villain|police chase|shooting range|sniper,Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo
4447,#Horror ,Color,English,USA,Drama|Horror|Mystery|Thriller,Not Rated,bullying|cyberbullying|girl|internet|throat slitting,Tara Subkoff,Timothy Hutton,Balthazar Getty,Lydia Hearst
4448,Wind Walkers ,Color,English,USA,Action|Horror|Thriller,R,after dark horrorfest,Russell Friedenberg,Rudy Youngblood,Glen Powell,Kiowa Gordon
4449,Snow White and the Seven Dwarfs ,Color,English,USA,Animation|Family|Fantasy|Musical,Approved,dwarf|love|princess|queen|snow white,William Cottrell,Adriana Caselotti,Billy Gilbert,Lucille La Verne
4450,The Holy Girl ,Color,Spanish,Argentina,Drama,R,16 year old|doctor|hotel|tinnitus|title directed by female,Lucrecia Martel,Mía Maestro,Mercedes Morán,María Alche
4451,Shalako ,Color,English,UK,Western,PG,bare chested male bondage|european|female frontal nudity|topless woman|war paint,Edward Dmytryk,Brigitte Bardot,Woody Strode,Honor Blackman
4452,Incident at Loch Ness ,Color,English,UK,Adventure|Comedy|Horror,PG-13,boat|director|loch ness|loch ness monster|monster,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey
4453,The Dog Lover ,Color,English,USA,Drama,PG,,Alex Ranarivelo,Lea Thompson,Christina Moore,Cullen Douglas
4454,Girl House ,Color,English,Canada,Horror|Thriller,,college student|disfigured face|house|suicide|website,Jon Knautz,Camren Bicondova,Adam DiMarco,Chasty Ballesteros
4455,The Blue Room ,Color,French,France,Crime|Romance|Thriller,R,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair,Mathieu Amalric,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux
4456,House at the End of the Drive ,Color,English,USA,Horror|Thriller,R,ghost story|manson family|paranormal|real life event|reference to sharon tate,David Worth,Jessica Szohr,Jonathan Mangum,Angela Jones
4457,Batman: The Movie ,Color,English,USA,Adventure|Comedy|Family,Approved,black cat|catwoman|dc comics|penguin|riddler,Leslie H. Martinson,Burgess Meredith,Cesar Romero,Burt Ward
4458,"Lock, Stock and Two Smoking Barrels ",Color,English,UK,Comedy|Crime,R,antique|cockney accent|hatchet|money|shotgun,Guy Ritchie,Jason Statham,Jason Flemyng,Dexter Fletcher
4459,The Ballad of Gregorio Cortez ,Color,English,USA,Western,,,Robert M. Young,Barry Corbin,Bruce McGill,Ned Beatty
4460,The Streets of San Francisco             ,Color,English,USA,Action|Crime|Drama|Mystery,,city name in series title|homicide|older man younger man relationship|place in series title|police partner,,Karl Malden,Michael Douglas,
4461,The Celebration ,Color,Danish,Denmark,Drama,R,dogme 95|family secret|haunted by the past|secret|speech,Thomas Vinterberg,Ulrich Thomsen,Paprika Steen,Trine Dyrholm
4462,Trees Lounge ,Color,English,USA,Comedy|Drama,R,alcoholic drink|bar|drink|drinking|drunk,Steve Buscemi,Steve Buscemi,Debi Mazar,Carol Kane
4463,Journey from the Fall ,Color,Vietnamese,USA,Drama,R,1970s|1980s|nonlinear timeline|rescue|vietnam war,Ham Tran,Long Nguyen,Kieu Chinh,Cat Ly
4464,The Basket ,Color,English,USA,Drama,PG,basketball|german immigrant|opera|two word title|war orphan,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote
4465,Eddie: The Sleepwalking Cannibal ,Color,English,Canada,Comedy|Horror,Not Rated,art teacher|cannibal|inspiration|painter|sleepwalking,Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Georgina Reilly
4466,Mercury Rising ,Color,English,USA,Action|Crime|Drama|Thriller,R,autistic child|boy|child in danger|fbi|nsa,Harold Becker,Bruce Willis,Miko Hughes,Carrie Preston
4467,Space: Above and Beyond             ,Color,English,USA,Drama|Sci-Fi,,alien|born in vitro|in vitro fertilization|marine|outer space,,James Morrison,Tucker Smallwood,Kristen Cloke
4468,Queen of the Mountains ,Color,English,Kyrgyzstan,Action|Biography|Drama|History,PG-13,19th century|central asia|mother son relationship|ruler|russian empire,Sadyk Sher-Niyaz,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev
4469,Def-Con 4 ,Color,English,Canada,Action|Sci-Fi,R,canuxploitation|independent film|post apocalypse|remake|survival,Paul Donovan,Maury Chaykin,Lenore Zann,Tim Choate
4470,The Hebrew Hammer , Black and White,English,USA,Comedy,R,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,Jonathan Kesselman,Judy Greer,Adam Goldberg,Tony Cox
4471,Neal 'N' Nikki ,Color,English,India,Comedy|Musical|Romance,,interrupted sex|kiss|love|mistaken sex scene|sex in car,Arjun Sablok,Abhishek Bachchan,Uday Chopra,Samantha McLeod
4472,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,Color,English,USA,Comedy,R,masturbation|porn actor in mainstream movie|sex|spoof|virginity,Craig Moss,Noureen DeWulf,Bryan Callen,Matt Crabtree
4473,Forget Me Not ,Color,English,USA,Horror|Romance|Thriller,R,,Tyler Oliver,Bella Thorne,Chloe Bridges,Christopher Atkins
4474,Rebecca , Black and White,English,USA,Drama|Film-Noir|Mystery|Thriller,Not Rated,death|estate|housekeeper|love|monte carlo,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders
4475,Friday the 13th Part 2 ,Color,English,USA,Horror|Mystery|Thriller,R,ice pick|jason voorhees|lake|pitchfork|shack,Steve Miner,Betsy Palmer,Adrienne King,Amy Steel
4476,The Lost Weekend , Black and White,English,USA,Drama|Film-Noir,Not Rated,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,Billy Wilder,Ray Milland,Jane Wyman,Frank Faylen
4477,C.H.U.D. ,Color,English,USA,Horror|Sci-Fi,R,bum|city|mutant|new york city|street,Douglas Cheek,Daniel Stern,John Heard,Sam McMurray
4478,Filly Brown ,Color,English,USA,Drama|Music,R,,Youssef Delara,Noel Gugliemi,Jenni Rivera,Jorge Diaz
4479,The Lion of Judah ,Color,English,USA,Animation,PG,animal|donkey|lamb|pig|rooster,Deryck Broom,Vic Mignogna,Omar Benson Miller,Anupam Kher
4480,Niagara ,Color,English,USA,Crime|Film-Noir|Thriller,Approved,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,Henry Hathaway,Joseph Cotten,Jean Peters,Will Wright
4481,How Green Was My Valley , Black and White,English,USA,Drama|Family,Approved,coal mine|girl|school|village|wales,John Ford,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald
4482,The Girlfriend Experience             ,Color,English,USA,Drama,TV-MA,escort|female nudity|friendship|money|sex scene,,Mary Lynn Rajskub,Riley Keough,Paul Sparks
4483,Da Sweet Blood of Jesus ,Color,English,USA,Comedy|Romance|Thriller,,horror movie remake|remake|undead|undead sex|undead sexuality,Spike Lee,Rami Malek,Elvis Nolasco,Felicia Pearson
4484,"Sex, Lies, and Videotape ",Color,English,USA,Drama,R,affair|interview|marriage|sex|videotape,Steven Soderbergh,Peter Gallagher,Laura San Giacomo,Steven Brill
4485,Saw ,Color,English,USA,Horror|Mystery|Thriller,R,chained|flashback|killer|serial killer|surprise ending,James Wan,Michael Emerson,Monica Potter,Shawnee Smith
4486,Super Troopers ,Color,English,USA,Comedy|Crime|Mystery,R,drugs|highway|police|state trooper|vermont,Jay Chandrasekhar,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar
4487,The Algerian ,Color,English,USA,Action|Romance|Thriller,,algeria|algerian|los angeles california|muslim,Giovanni Zelko,Zuhair Haddad,Harry Lennix,Ben Youcef
4488,The Amazing Catfish ,Color,Spanish,Mexico,Comedy|Drama,,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,Claudia Sainte-Luce,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo
4489,The Day the Earth Stood Still ,Color,English,USA,Drama|Sci-Fi|Thriller,PG-13,alien|earth|giant robot|military|scientist,Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger
4490,Monsoon Wedding ,Color,Hindi,India,Comedy|Drama|Romance,R,arranged marriage|bride|celebration|marriage|wedding,Mira Nair,Naseeruddin Shah,Randeep Hooda,Lillete Dubey
4491,You Can Count on Me ,Color,English,USA,Drama,R,bank|car accident|cheating husband|new york|single mother,Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann
4492,The Trouble with Harry ,Color,English,USA,Comedy|Mystery|Romance,Approved,artist|death|hunting|sheriff|vermont,Alfred Hitchcock,Jerry Mathers,John Forsythe,Royal Dano
4493,Lucky Number Slevin ,Color,English,Germany,Crime|Drama|Mystery|Thriller,R,coroner|death|gay son|love|mistaken identity,Paul McGuigan,Bruce Willis,Morgan Freeman,Dorian Missick
4494,But I'm a Cheerleader ,Color,English,USA,Comedy|Drama,R,cheerleader|gay|homosexual|lesbian|lesbian relationship,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian
4495,Home Run ,Color,English,USA,Drama|Sport,PG-13,addiction|alcoholic|baseball|car accident|reference to god,David Boyd,Vivica A. Fox,Drew Waters,Scott Elrod
4496,Reservoir Dogs ,Color,English,USA,Crime|Drama|Thriller,R,gang|heist|heist gone wrong|nonlinear timeline|robbery,Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn
4497,The Blue Bird , Black and White,English,USA,Drama|Family|Fantasy,Approved,1800s|bird|blue bird of happiness|foreign language adaptation|past,Walter Lang,Spring Byington,Nigel Bruce,Gale Sondergaard
4498,"The Good, the Bad and the Ugly ",Color,Italian,Italy,Western,Approved,civil war|hitman|outlaw|shootout|spaghetti western,Sergio Leone,Clint Eastwood,Luigi Pistilli,Enzo Petito
4499,The Second Mother ,Color,Portuguese,Brazil,Comedy|Drama,R,brazil|exam|housekeeper|northeast region of brazil|portuguese language,Anna Muylaert,Alex Huszar,Regina Casé,Luis Miranda
4500,Blue Like Jazz ,Color,English,USA,Comedy|Drama,PG-13,church|college|color in title|philosophy|texas,Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange
4501,Down and Out with the Dolls ,Color,English,USA,Comedy|Music,R,female bassist|female drummer|female guitarist|female singer|portland oregon,Kurt Voss,Lemmy,Coyote Shivers,Zoë Poledouris
4502,"Pink Ribbons, Inc. ",Color,English,Canada,Documentary,Not Rated,breast cancer|comma in title|period in title|punctuation in title|three word title,Léa Pool,,,
4503,Certifiably Jonathan ,Color,English,USA,Comedy|Documentary,,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,James David Pasternak,Robin Williams,Sarah Silverman,Jonathan Winters
4504,Q ,Color,French,France,Drama,,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,Laurent Bouhnik,Déborah Révy,Johnny Amaro,Yassine Azzouz
4505,The Knife of Don Juan ,Color,Spanish,USA,Comedy|Drama,,,Tom Sanchez,Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya
4506,Grand Theft Parsons ,Color,English,USA,Adventure|Comedy|Drama,PG-13,guitar|hearse|manager|musician|singer,David Caffrey,Marley Shelton,Scott Adsit,Jim Cody Williams
4507,Extreme Movie ,Color,English,USA,Comedy,R,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,Adam Jay Epstein,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester
4508,The Charge of the Light Brigade , Black and White,English,USA,Action|Adventure|Romance|War,Approved,attack|fort|india|lancer|massacre,Michael Curtiz,Errol Flynn,David Niven,Spring Byington
4509,Below Zero ,Color,English,Canada,Thriller,R,,Justin Thomas Ostensen,Michael Berryman,Kristin Booth,Michael Eisner
4510,Crowsnest ,Color,English,Canada,Action|Horror|Mystery|Thriller,R,forest|found footage|lost|murder|road trip,Brenton Spencer,Christie Burke,Victor Zinck Jr.,Chelsey Reist
4511,Airborne ,Color,English,USA,Adventure|Comedy|Sport,PG,cincinnati ohio|high school|hockey|jock strap|zoologist,Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell
4512,Cotton Comes to Harlem ,Color,English,USA,Action|Comedy,R,black cop|chase|cotton|four word title|new york city,Ossie Davis,Redd Foxx,Cleavon Little,Calvin Lockhart
4513,The Wicked Within ,Color,English,USA,Horror,R,after dark horrorfest,Jay Alaimo,William McNamara,Sabrina Carmichael,Patrick Muldoon
4514,Bleeding Hearts ,Color,English,USA,Horror,,bare breasts|bra and panties|nudity|syringe,Dylan Bank,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond
4515,Waiting... ,Color,English,USA,Comedy,R,cook|dishwasher|flashing|male frontal nudity|waiter,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies
4516,Dead Man's Shoes , Black and White,English,UK,Crime|Drama|Thriller,,anger|army veteran|independent film|revenge|sex scene,Shane Meadows,Paddy Considine,Gary Stretch,George Newton
4517,Wolf Creek             ,Color,English,Australia,Drama|Horror|Thriller,,based on true story|blood|serial killer|slasher|tv mini series,,Richard Cawthorne,John Jarratt,Lucy Fry
4518,From a Whisper to a Scream ,Color,English,USA,Action|Drama|Horror|Thriller,R,bathtub|cult film|neck breaking|tennessee|wraparound story,Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell
4519,Sex with Strangers ,Color,English,USA,Documentary|Drama,,bisexual|explicit sex|sex|stranger|swing,Harry Gantz,,,
4520,Dracula: Pages from a Virgin's Diary , Black and White,English,Canada,Comedy|Horror|Musical,,ballet|cult film|dance|dracula|gothic,Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale
4521,Faith Like Potatoes ,Color,Zulu,South Africa,Drama,PG,food|food in title|potato,Regardt van den Bergh,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson
4522,Beyond the Black Rainbow ,Color,English,Canada,Sci-Fi|Thriller,R,exploitation|four word title|hallucinogen|lynchian|telepathy,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne
4523,The Raid: Redemption ,Color,Indonesian,Indonesia,Action|Crime|Thriller,R,apartment|drug lord|gangster|police|swat team,Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah
4524,The Dead Undead ,Color,English,USA,Action|Horror|Sci-Fi,R,flashback|immortality|rural setting|vampire|zombie,Matthew R. Anderson,Johnny Pacar,Vernon Wells,Matthew R. Anderson
4525,The Vatican Exorcisms ,Color,English,Italy,Horror,R,,Joe Marino,Piero Maggiò,Anella Vastola,Joe Marino
4526,Casablanca ,Color,English,USA,Drama|Romance|War,PG,american expatriate|casablanca morocco|gestapo|police|visa,Michael Curtiz,Humphrey Bogart,Claude Rains,Conrad Veidt
4527,Lake Mungo ,Color,English,Australia,Drama|Horror|Mystery|Thriller,R,ghost|lake|parapsychologist|psychic|secret,Joel Anderson,Talia Zucker,Rosie Traynor,Martin Sharpe
4528,Rocket Singh: Salesman of the Year ,Color,Hindi,India,Comedy|Drama,,boss|computer|honesty|sales|salesman,Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan
4529,Silent Running ,Color,English,USA,Drama|Sci-Fi,GP,forest|greenhouse|plant|robot|space,Douglas Trumbull,Bruce Dern,Ron Rifkin,Jesse Vint
4530,Rocky ,Color,English,USA,Drama|Sport,PG,boxer|hometown hero|philadelphia pennsylvania|protective male|training,John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers
4531,The Sleepwalker ,Color,English,Norway,Drama,Not Rated,female nudity|male nudity|male rear nudity|nudity,Mona Fastvold,Christopher Abbott,Brady Corbet,Gitte Witt
4532,The Fog ,Color,English,USA,Fantasy|Horror,R,california|fog|leper|lighthouse|ship,John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh
4533,Tom Jones ,Color,English,UK,Adventure|Comedy|History,Unrated,18th century|rags to riches|secret letter|squire|tutor,Tony Richardson,Albert Finney,Susannah York,Hugh Griffith
4534,Unfriended ,Color,English,USA,Horror|Mystery|Thriller,R,blender|computer screen|secret|skype|webcam,Levan Gabriadze,Shelley Hennig,Renee Olstead,Heather Sossaman
