,movie_name,domestic_gross,movie_link,production_budget,release_date,worldwide_gross,movie_title
4017,Poolhall Junkies,563711,http://www.the-numbers.com/movie/Poolhall-Junkies#tab=summary,4000000,2/28/2003,563711,Poolhall Junkies 
4018,The Loss of Sexual Innocence,399793,http://www.the-numbers.com/movie/Loss-of-Sexual-Innocence#tab=summary,4000000,5/28/1999,399793,The Loss of Sexual Innocence 
4019,Joe,373375,http://www.the-numbers.com/movie/Joe-(2013)#tab=summary,4000000,4/11/2014,373375,Joe 
4020,Prison,354704,http://www.the-numbers.com/movie/Prison#tab=summary,4000000,3/4/1988,354704,Prison 
4021,Shooting Fish,302204,http://www.the-numbers.com/movie/Shooting-Fish#tab=summary,4000000,5/1/1998,302204,Shooting Fish 
4023,Psycho Beach Party,267972,http://www.the-numbers.com/movie/Psycho-Beach-Party#tab=summary,4000000,8/4/2000,267972,Psycho Beach Party 
4024,The Big Tease,185577,http://www.the-numbers.com/movie/Big-Tease-The#tab=summary,4000000,1/28/2000,185577,The Big Tease 
4025,Desert Dancer,155271,http://www.the-numbers.com/movie/Desert-Dancer#tab=summary,4000000,4/10/2015,324218,Desert Dancer 
4026,"Guten Tag, Ramon",154356,http://www.the-numbers.com/movie/Guten-Tag-Ramon#tab=summary,4000000,1/30/2015,4854356,"Buen Día, Ramón "
4027,Mondays in the Sun,146402,http://www.the-numbers.com/movie/Mondays-in-the-Sun#tab=summary,4000000,7/25/2003,146402,Mondays in the Sun 
4028,Trust,120016,http://www.the-numbers.com/movie/Trust#tab=summary,4000000,4/1/2011,120016,Trust 
4029,An Everlasting Piece,75078,http://www.the-numbers.com/movie/Everlasting-Piece-An#tab=summary,4000000,12/22/2000,75078,An Everlasting Piece 
4030,Among Giants,64359,http://www.the-numbers.com/movie/Among-Giants#tab=summary,4000000,3/26/1999,64359,Among Giants 
4031,The Velocity of Gary,34145,http://www.the-numbers.com/movie/Velocity-of-Gary-The#tab=summary,4000000,7/16/1999,34145,The Velocity of Gary 
4032,Stake Land,33245,http://www.the-numbers.com/movie/Stake-Land#tab=summary,4000000,4/22/2011,679482,Stake Land 
4035,The Last Time I Committed Suicide,12836,http://www.the-numbers.com/movie/Last-Time-I-Committed-Suicide-The#tab=summary,4000000,6/20/1997,12836,The Last Time I Committed Suicide 
4036,Another Happy Day,9120,http://www.the-numbers.com/movie/Another-Happy-Day#tab=summary,4000000,11/18/2011,978527,Another Happy Day 
4037,Inescapable,4327,http://www.the-numbers.com/movie/Inescapable#tab=summary,4000000,2/22/2013,4327,Inescapable 
4039,A Lonely Place to Die,0,http://www.the-numbers.com/movie/Lonely-Place-to-Die-A#tab=summary,4000000,3/20/2012,442550,A Lonely Place to Die 
4040,Nothing,0,http://www.the-numbers.com/movie/Nothing#tab=summary,4000000,12/31/2003,63180,Nothing 
4042,1776,0,http://www.the-numbers.com/movie/1776#tab=summary,4000000,11/9/1972,0,1776 
4043,Hell's Angels,0,http://www.the-numbers.com/movie/Hells-Angels#tab=summary,4000000,1/1/1930,0,Hell's Angels 
4044,Purple Violets,0,http://www.the-numbers.com/movie/Purple-Violets#tab=summary,4000000,8/26/2008,0,Purple Violets 
4047,The Veil,0,http://www.the-numbers.com/movie/Veil-The#tab=summary,4000000,12/31/2015,0,The Veil 
4048,The Perfect Wave,0,http://www.the-numbers.com/movie/Perfect-Wave-The#tab=summary,4000000,7/11/2014,0,The Perfect Wave 
4049,How to Fall in Love,0,http://www.the-numbers.com/movie/How-to-Fall-in-Love#tab=summary,4000000,12/31/2012,0,How to Fall in Love 
4050,Chain of Command,0,http://www.the-numbers.com/movie/Chain-of-Command#tab=summary,4000000,9/8/2015,0,Chain of Command 
4051,Gone with the Wind,198680470,http://www.the-numbers.com/movie/Gone-with-the-Wind#tab=summary,3900000,12/15/1939,390525192,Gone with the Wind 
4052,A Man for All Seasons,28350000,http://www.the-numbers.com/movie/Man-for-All-Seasons-A#tab=summary,3900000,12/12/1966,28350000,A Man for All Seasons 
4054,Network,23689877,http://www.the-numbers.com/movie/Network#tab=summary,3800000,1/1/1976,23689877,Network 
4055,Down for Life,41914,http://www.the-numbers.com/movie/Down-for-Life#tab=summary,3800000,1/14/2011,41914,Down for Life 
4056,The Good Heart,20930,http://www.the-numbers.com/movie/Good-Heart-The#tab=summary,3800000,4/30/2010,340930,The Good Heart 
4057,Major Dundee,14873,http://www.the-numbers.com/movie/Major-Dundee#tab=summary,3800000,4/7/1965,14873,Major Dundee 
4058,Annie Get Your Gun,8000000,http://www.the-numbers.com/movie/Annie-Get-Your-Gun#tab=summary,3768785,5/17/1950,8000000,Annie Get Your Gun 
4060,Four Lions,310007,http://www.the-numbers.com/movie/Four-Lions#tab=summary,3750000,11/5/2010,2436111,Four Lions 
4061,Defendor,44462,http://www.the-numbers.com/movie/Defendor#tab=summary,3750000,2/19/2010,44462,Defendor 
4062,The Ballad of Cable Hogue,3500000,http://www.the-numbers.com/movie/Ballad-of-Cable-Hogue-The#tab=summary,3716946,5/13/1970,5000000,The Ballad of Cable Hogue 
4066,Midnight Cowboy,44785053,http://www.the-numbers.com/movie/Midnight-Cowboy#tab=summary,3600000,5/25/1969,44785053,Midnight Cowboy 
4067,Airplane!,83453539,http://www.the-numbers.com/movie/Airplane#tab=summary,3500000,7/4/1980,83453539,Airplane! 
4069,The Full Monty,45950122,http://www.the-numbers.com/movie/Full-Monty-The#tab=summary,3500000,8/13/1997,257938649,The Full Monty 
4070,Menace II Society,27731527,http://www.the-numbers.com/movie/Menace-II-Society#tab=summary,3500000,5/26/1993,27731527,Menace II Society 
4071,Friday,27467564,http://www.the-numbers.com/movie/Friday#tab=summary,3500000,4/26/1995,27936778,Friday 
4072,The Witch,25138705,http://www.the-numbers.com/movie/Witch-The#tab=summary,3500000,2/19/2016,40454520,The Witch 
4075,Creepshow 2,14000000,http://www.the-numbers.com/movie/Creepshow-2#tab=summary,3500000,5/1/1987,14000000,Creepshow 2 
4076,In Cold Blood,13000000,http://www.the-numbers.com/movie/In-Cold-Blood#tab=summary,3500000,1/1/1967,13007551,In Cold Blood 
4077,The Nun's Story,12800000,http://www.the-numbers.com/movie/Nuns-Story-The#tab=summary,3500000,1/1/1959,12800000,The Nun's Story 
4078,Frenzy,12600000,http://www.the-numbers.com/movie/Frenzy#tab=summary,3500000,6/21/1972,12600000,Frenzy 
4079,Harper,12000000,http://www.the-numbers.com/movie/Harper#tab=summary,3500000,2/23/1966,12000000,Harper 
4080,I Got the Hook-Up!,10317779,http://www.the-numbers.com/movie/I-Got-the-Hook-Up#tab=summary,3500000,5/27/1998,10317779,I Got the Hook Up 
4081,She's the One,9482579,http://www.the-numbers.com/movie/Shes-the-One#tab=summary,3500000,8/23/1996,13795053,She's the One 
4083,Gods and Monsters,6451628,http://www.the-numbers.com/movie/Gods-and-Monsters#tab=summary,3500000,11/6/1998,6451628,Gods and Monsters 
4085,Evil Dead II,5923044,http://www.the-numbers.com/movie/Evil-Dead-II#tab=summary,3500000,3/13/1987,5923044,Evil Dead II 
4087,Pootie Tang,3293258,http://www.the-numbers.com/movie/Pootie-Tang#tab=summary,3500000,6/29/2001,3293258,Pootie Tang 
4090,Ira and Abby,221096,http://www.the-numbers.com/movie/Ira-and-Abby#tab=summary,3500000,9/14/2007,221096,Ira & Abby 
4091,The Masked Saint,182695,http://www.the-numbers.com/movie/Masked-Saint-The#tab=summary,3500000,1/8/2016,182695,The Masked Saint 
4092,Winter Passing,107492,http://www.the-numbers.com/movie/Winter-Passing#tab=summary,3500000,2/17/2006,113783,Winter Passing 
4093,D.E.B.S.,96793,http://www.the-numbers.com/movie/D-E-B-S#tab=summary,3500000,3/25/2005,96793,D.E.B.S. 
4094,Time to Choose,29233,http://www.the-numbers.com/movie/Time-to-Choose#tab=summary,3500000,6/3/2016,29233,Time to Choose 
4096,Taxman,9871,http://www.the-numbers.com/movie/Taxman#tab=summary,3500000,9/17/1999,9871,Taxman 
4097,The Betrayed,0,http://www.the-numbers.com/movie/Betrayed-The#tab=summary,3500000,6/30/2009,0,The Betrayed 
4099,2:13,0,http://www.the-numbers.com/movie/2-13#tab=summary,3500000,6/28/2011,0,2:13 
4100,"Batman: The Dark Knight Returns, Part 2",0,http://www.the-numbers.com/movie/Batman-The-Dark-Knight-Returns-Part-2#tab=summary,3500000,1/29/2013,0,"Batman: The Dark Knight Returns, Part 2 "
4101,In the Name of the King III,0,http://www.the-numbers.com/movie/In-the-Name-of-the-King-III#tab=summary,3500000,3/11/2014,0,In the Name of the King: The Last Job 
4102,Wicked Blood,0,http://www.the-numbers.com/movie/Wicked-Blood#tab=summary,3500000,3/4/2014,0,Wicked Blood 
4103,Dawn Patrol,0,http://www.the-numbers.com/movie/Dawn-Patrol#tab=summary,3500000,6/5/2015,0,Dawn Patrol 
4105,Lords of London,0,http://www.the-numbers.com/movie/Lords-of-London#tab=summary,3440000,9/1/2015,0,Lords of London 
4107,High Anxiety,31063038,http://www.the-numbers.com/movie/High-Anxiety#tab=summary,3400000,12/23/1977,31063038,High Anxiety 
4108,Margin Call,5353586,http://www.the-numbers.com/movie/Margin-Call#tab=summary,3400000,10/21/2011,20433227,Margin Call 
4109,Choke,2926565,http://www.the-numbers.com/movie/Choke#tab=summary,3400000,9/26/2008,4124277,Choke 
4111,August,12636,http://www.the-numbers.com/movie/August-(2008)#tab=summary,3400000,7/11/2008,12636,August 
4113,Whiplash,13092006,http://www.the-numbers.com/movie/Whiplash#tab=summary,3300000,10/10/2014,33474334,Whiplash 
4114,Bella,8093373,http://www.the-numbers.com/movie/Bella#tab=summary,3300000,10/26/2007,12405473,Bella 
4116,Human Traffic,104257,http://www.the-numbers.com/movie/Human-Traffic#tab=summary,3300000,5/5/2000,5422740,Human Traffic 
4117,The Dead Girl,19875,http://www.the-numbers.com/movie/Dead-Girl-The#tab=summary,3300000,12/29/2006,19875,The Dead Girl 
4118,The Opposite Sex,0,http://www.the-numbers.com/movie/Opposite-Sex-The-(2015)#tab=summary,3300000,1/20/2015,40262,The Opposite Sex 
4120,Class of 1984,6965361,http://www.the-numbers.com/movie/Class-of-1984#tab=summary,3250000,8/20/1982,6965361,Class of 1984 
4122,Dreaming of Joseph Lees,7680,http://www.the-numbers.com/movie/Dreaming-of-Joseph-Lees#tab=summary,3250000,10/29/1999,7680,Dreaming of Joseph Lees 
4123,Rosemary's Baby,33395426,http://www.the-numbers.com/movie/Rosemarys-Baby#tab=summary,3200000,6/12/1968,33395426,Rosemary's Baby 
4124,The Man Who Shot Liberty Valance,8000000,http://www.the-numbers.com/movie/Man-Who-Shot-Liberty-Valance-The#tab=summary,3200000,1/1/1962,8000000,The Man Who Shot Liberty Valance 
4125,Maria Full of Grace,6529624,http://www.the-numbers.com/movie/Maria-Full-of-Grace#tab=summary,3200000,7/16/2004,14441158,Maria Full of Grace 
4126,Beginners,5790894,http://www.the-numbers.com/movie/Beginners#tab=summary,3200000,6/3/2011,14314407,Beginners 
4127,Adam,2277396,http://www.the-numbers.com/movie/Adam#tab=summary,3200000,7/29/2009,2828590,Adam 
4128,Feast,56131,http://www.the-numbers.com/movie/Feast#tab=summary,3200000,9/22/2006,690872,Feast 
4129,It's a Wonderful Life,6600000,http://www.the-numbers.com/movie/Its-a-Wonderful-Life#tab=summary,3180000,1/1/1946,9644124,It's a Wonderful Life 
4131,Antiviral,0,http://www.the-numbers.com/movie/Antiviral#tab=summary,3100000,4/12/2013,123407,Antiviral 
4133,Paranormal Activity 2,84752907,http://www.the-numbers.com/movie/Paranormal-Activity-2#tab=summary,3000000,10/20/2010,177512032,Paranormal Activity 2 
4134,The Purge,64473115,http://www.the-numbers.com/movie/Purge-The#tab=summary,3000000,6/7/2013,91265155,The Purge 
4136,Sinister,48086903,http://www.the-numbers.com/movie/Sinister#tab=summary,3000000,10/12/2012,87727807,Sinister 
4137,The Original Kings of Comedy,38168022,http://www.the-numbers.com/movie/Original-Kings-of-Comedy-The#tab=summary,3000000,8/18/2000,38236338,The Original Kings of Comedy 
4138,The Bridge on the River Kwai,33300000,http://www.the-numbers.com/movie/Bridge-on-the-River-Kwai-The#tab=summary,3000000,12/18/1957,33300000,The Bridge on the River Kwai 
4139,Coming Home,32653000,http://www.the-numbers.com/movie/Coming-Home#tab=summary,3000000,1/1/1978,32653000,Coming Home 
4140,Waking Ned Devine,24793251,http://www.the-numbers.com/movie/Waking-Ned-Devine#tab=summary,3000000,11/20/1998,55193251,Waking Ned Devine 
4141,Air Bud,24646936,http://www.the-numbers.com/movie/Air-Bud#tab=summary,3000000,8/1/1997,27788649,Air Bud 
4142,Bowling for Columbine,21576018,http://www.the-numbers.com/movie/Bowling-for-Columbine#tab=summary,3000000,10/11/2002,58240487,Bowling for Columbine 
4143,A Nightmare On Elm Street Part 2: Freddy's Revenge,21163999,http://www.the-numbers.com/movie/Nightmare-on-Elm-Street-Part-2-Freddys-Revenge-A#tab=summary,3000000,11/1/1985,21163999,A Nightmare on Elm Street 2: Freddy's Revenge 
4144,A Room with a View,20966644,http://www.the-numbers.com/movie/Room-with-a-View-A#tab=summary,3000000,3/7/1986,20966644,A Room with a View 
4145,Love and Death,20123742,http://www.the-numbers.com/movie/Love-and-Death#tab=summary,3000000,6/10/1975,20123742,City of Life and Death 
4147,Martin Lawrence Live: RunTelDat,19184820,http://www.the-numbers.com/movie/Martin-Lawrence-Live-RunTelDat#tab=summary,3000000,8/2/2002,19184820,Martin Lawrence Live: Runteldat 
4148,The Apartment,18600000,http://www.the-numbers.com/movie/Apartment-The#tab=summary,3000000,1/1/1960,24600000,The Apartment 
4149,Cat on a Hot Tin Roof,17570324,http://www.the-numbers.com/movie/Cat-on-a-Hot-Tin-Roof#tab=summary,3000000,9/20/1958,17570324,Cat on a Hot Tin Roof 
4150,Beneath the Planet of the Apes,17489009,http://www.the-numbers.com/movie/Beneath-the-Planet-of-the-Apes#tab=summary,3000000,5/26/1970,17489009,Beneath the Planet of the Apes 
4152,Jason Goes to Hell: The Final Friday,15935068,http://www.the-numbers.com/movie/Jason-Goes-to-Hell-The-Final-Friday#tab=summary,3000000,8/13/1993,15935068,Jason Goes to Hell: The Final Friday 
4153,Spaced Invaders,15000000,http://www.the-numbers.com/movie/Spaced-Invaders#tab=summary,3000000,4/27/1990,15000000,Spaced Invaders 
4154,Family Plot,13200000,http://www.the-numbers.com/movie/Family-Plot#tab=summary,3000000,4/9/1976,13200000,Family Plot 
4155,Torn Curtain,13000000,http://www.the-numbers.com/movie/Torn-Curtain#tab=summary,3000000,7/16/1966,13000000,Torn Curtain 
4156,Dave Chappelle's Block Party,11718595,http://www.the-numbers.com/movie/Dave-Chappelles-Block-Party#tab=summary,3000000,3/3/2006,12051924,Dave Chappelle's Block Party 
4157,Krush Groove,11052713,http://www.the-numbers.com/movie/Krush-Groove#tab=summary,3000000,10/25/1985,11052713,Krush Groove 
4158,Elmer Gantry,10400000,http://www.the-numbers.com/movie/Elmer-Gantry#tab=summary,3000000,1/1/1960,10400000,Elmer Gantry 
4159,Next Day Air,10027047,http://www.the-numbers.com/movie/Next-Day-Air#tab=summary,3000000,5/8/2009,10172519,Next Day Air 
4160,Judgment at Nuremberg,10000000,http://www.the-numbers.com/movie/Judgment-at-Nuremberg#tab=summary,3000000,1/1/1961,10000000,Judgment at Nuremberg 
4161,Trippin',9017070,http://www.the-numbers.com/movie/Trippin#tab=summary,3000000,5/12/1999,9017070,Trippin' 
4162,Red River,9012000,http://www.the-numbers.com/movie/Red-River#tab=summary,3000000,1/1/1948,9012000,Red River 
4164,Before Midnight,8110621,http://www.the-numbers.com/movie/Before-Midnight#tab=summary,3000000,5/24/2013,23376973,Before Midnight 
4165,Teen Wolf Too,7888000,http://www.the-numbers.com/movie/Teen-Wolf-Too#tab=summary,3000000,11/20/1987,7888000,Teen Wolf Too 
4166,Phat Girlz,7061128,http://www.the-numbers.com/movie/Phat-Girlz#tab=summary,3000000,4/7/2006,7301115,Phat Girlz 
4167,Phantasm II,7000000,http://www.the-numbers.com/movie/Phantasm-II#tab=summary,3000000,7/8/1988,7000000,Phantasm II 
4168,Woman Thou Art Loosed,6879730,http://www.the-numbers.com/movie/Woman-Thou-Art-Loosed#tab=summary,3000000,10/1/2004,6879730,Woman Thou Art Loosed 
4169,Real Women Have Curves,5853194,http://www.the-numbers.com/movie/Real-Women-Have-Curves#tab=summary,3000000,10/18/2002,7777790,Real Women Have Curves 
4171,Water,5529144,http://www.the-numbers.com/movie/Water#tab=summary,3000000,4/28/2006,11322573,Water 
4172,East is East,4170647,http://www.the-numbers.com/movie/East-is-East#tab=summary,3000000,4/14/2000,30438635,East Is East 
4173,Whipped,4142507,http://www.the-numbers.com/movie/Whipped#tab=summary,3000000,9/1/2000,4142507,Whipped 
4175,Frances Ha,4067398,http://www.the-numbers.com/movie/Frances-Ha#tab=summary,3000000,5/17/2013,11267511,Frances Ha 
4176,Please Give,4033574,http://www.the-numbers.com/movie/Please-Give#tab=summary,3000000,4/30/2010,4570178,Please Give 
4177,Willy Wonka & the Chocolate Factory,4000000,http://www.the-numbers.com/movie/Willy-Wonka-and-the-Chocolate-Factory#tab=summary,3000000,6/30/1971,4000000,Willy Wonka & the Chocolate Factory 
4178,Warlock: The Armageddon,3902679,http://www.the-numbers.com/movie/Warlock-The-Armageddon#tab=summary,3000000,9/24/1993,3902679,Warlock: The Armageddon 
4179,8 Heads in a Duffel Bag,3602884,http://www.the-numbers.com/movie/8-Heads-in-a-Duffel-Bag#tab=summary,3000000,4/18/1997,4002884,8 Heads in a Duffel Bag 
4180,Days of Heaven,3446749,http://www.the-numbers.com/movie/Days-of-Heaven#tab=summary,3000000,9/13/1978,3660880,Days of Heaven 
4181,Thirteen Conversations About One Thing,3287435,http://www.the-numbers.com/movie/Thirteen-Conversations-About-One-Thing#tab=summary,3000000,5/24/2002,3705923,Thirteen Conversations About One Thing 
4182,Compadres,3127773,http://www.the-numbers.com/movie/Compadres-(Mexico)#tab=summary,3000000,4/22/2016,7445044,Compadres 
4183,Jawbreaker,3076820,http://www.the-numbers.com/movie/Jawbreaker#tab=summary,3000000,2/19/1999,3076820,Jawbreaker 
4184,Basquiat,2962051,http://www.the-numbers.com/movie/Basquiat#tab=summary,3000000,8/9/1996,2962051,Basquiat 
4185,Tsotsi,2912606,http://www.the-numbers.com/movie/Tsotsi#tab=summary,3000000,2/24/2006,11537539,Tsotsi 
4186,Letters to God,2848587,http://www.the-numbers.com/movie/Letters-to-God#tab=summary,3000000,4/9/2010,3237452,Letters to God 
4187,Happiness,2746453,http://www.the-numbers.com/movie/Happiness#tab=summary,3000000,10/16/1998,5746453,Happiness 
4188,DysFunkTional Family,2255000,http://www.the-numbers.com/movie/DysFunkTional-Family#tab=summary,3000000,4/4/2003,2255000,DysFunktional Family 
4189,Tusk,1821983,http://www.the-numbers.com/movie/Tusk#tab=summary,3000000,9/19/2014,1821983,Tusk 
4190,Damsels in Distress,1007535,http://www.the-numbers.com/movie/Damsels-in-Distress#tab=summary,3000000,4/6/2012,1324299,Damsels in Distress 
4191,Oldboy,707391,http://www.the-numbers.com/movie/Oldboy#tab=summary,3000000,3/25/2005,6239723,Oldboy 
4192,Hobo with a Shotgun,703372,http://www.the-numbers.com/movie/Hobo-with-a-Shotgun#tab=summary,3000000,5/6/2011,834953,Hobo with a Shotgun 
4193,Bachelorette,446770,http://www.the-numbers.com/movie/Bachelorette#tab=summary,3000000,9/7/2012,12577401,Bachelorette 
4194,Fish Tank,374675,http://www.the-numbers.com/movie/Fish-Tank#tab=summary,3000000,1/15/2010,5922292,Fish Tank 
